song_name,duration_ms,popularity,preview_url,artists,album_name,album_type,release_date,total_tracks,album_cover_url
Assassin's Creed III Main Theme,186613,51,https://p.scdn.co/mp3-preview/91a236e79c3301df67e5766610dade7d19cfc027?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lorne Balfe,Assassin's Creed 3 (Original Game Soundtrack),album,2012-10-30,25,https://i.scdn.co/image/ab67616d0000b27309b5a361d82bb471d9d38c07
Heal the World,384306,72,https://p.scdn.co/mp3-preview/9e12dc62e85403dfcd10e176a1cb9f5384a57fc1?cid=38e2a4a43dbf4f63a749947cbcb26e74,Michael Jackson,Dangerous,album,1991-11-13,14,https://i.scdn.co/image/ab67616d0000b2733b9f8b18cc685e1502128aa8
Kimi ni Todoke,205773,54,https://p.scdn.co/mp3-preview/69cb1080ca3348a9bd667a91c133ea69a369c9a4?cid=38e2a4a43dbf4f63a749947cbcb26e74,Tomofumi Tanizawa,Kimi ni Todoke,single,2009-11-25,3,https://i.scdn.co/image/ab67616d0000b27394eb356840b5791547bbbb63
桜の木になろう,333013,38,https://p.scdn.co/mp3-preview/2b6f5eb78b9227027e1887aa03c3d745a609c140?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,1830m,album,2012-08-15,34,https://i.scdn.co/image/ab67616d0000b273a4f984de3fbc0619370f88c8
This Life Is Mine (feat. Casey Lee Williams),314014,44,https://p.scdn.co/mp3-preview/a73809d3a5ef1b315e642e7275ef4263f58cd5ac?cid=38e2a4a43dbf4f63a749947cbcb26e74,Jeff Williams,"RWBY, Vol. 4 (Music from the Rooster Teeth Series)",album,2017-06-16,46,https://i.scdn.co/image/ab67616d0000b273ee9afbb4afb518eaf2a250a1
911,188386,67,https://p.scdn.co/mp3-preview/cc3de8a7b763455c9052e77641c3d084463f3fac?cid=38e2a4a43dbf4f63a749947cbcb26e74,Ellise,Chaotic,album,2021-05-14,11,https://i.scdn.co/image/ab67616d0000b27328559df6c67f070174d9ad5f
"Sore wa Chiisana Hikari no Youna (from ""ERASED"") [feat. k*chan] [Full]",273763,19,https://p.scdn.co/mp3-preview/e9600384d40cc240da25bc9db2412c83875e331b?cid=38e2a4a43dbf4f63a749947cbcb26e74,dj-Jo,Sore wa Chiisana Hikari no Youna (dj-Jo Remix),single,2016-09-07,6,https://i.scdn.co/image/ab67616d0000b273f136f6fd4a6cc0cd46a05a87
Sayonara Bye Bye,268933,46,https://p.scdn.co/mp3-preview/adc4548b4feeb8b4de819efb8c789a1c3b96d7d7?cid=38e2a4a43dbf4f63a749947cbcb26e74,Matsuko Mawatari,Matsuko Mawatari The Best of Matsuko Mawatari,compilation,2017-11-01,16,https://i.scdn.co/image/ab67616d0000b27368822e35b653bd81284c0bf5
11月のアンクレット,263320,33,https://p.scdn.co/mp3-preview/9bc74b339a86b4e94abcc046f69ea98671e816bb?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,11月のアンクレット Type A,single,2017-11-22,6,https://i.scdn.co/image/ab67616d0000b2739f1fda2abb69da07490db27c
"Anna Ni Issho Datta No Ni (From ""Gundam Seed"")",263000,28,https://p.scdn.co/mp3-preview/97a537d6461bc14a12ca241f5f8546a9970bc825?cid=38e2a4a43dbf4f63a749947cbcb26e74,AmaLee,"Total Coverage, Vol. 1",album,2016-09-13,12,https://i.scdn.co/image/ab67616d0000b2730e31807283ce3e7026c34ebb
"Young, Wild & Free (feat. Bruno Mars)",207333,79,https://p.scdn.co/mp3-preview/45cf05c4798c3265393d56e70622e104bc28991e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",single,2011-10-11,1,https://i.scdn.co/image/ab67616d0000b2738596df2f2646ab9aba464c30
swordland,197946,51,https://p.scdn.co/mp3-preview/ded7d586def5b865849cd01dcc391420d26548c1?cid=38e2a4a43dbf4f63a749947cbcb26e74,梶浦 由記,ソードアート・オンライン ミュージックコレクション,album,2013,131,https://i.scdn.co/image/ab67616d0000b273136a8ed571891d091ed4715b
"Goldenrod Game Corner (From ""Pokémon Gold & Silver"")",227882,21,https://p.scdn.co/mp3-preview/e30a9878f44e86c89a2aa83dece0ea15c9437c42?cid=38e2a4a43dbf4f63a749947cbcb26e74,GameChops,Ultraball,album,2017-12-15,15,https://i.scdn.co/image/ab67616d0000b273b76de56759b738e908ff9cc0
All I Want Is You,157586,55,https://p.scdn.co/mp3-preview/4f4ef7f0a39fd6c6a01c694c30ae984dd51868f2?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Juno - Music From The Motion Picture,compilation,2007-12-11,19,https://i.scdn.co/image/ab67616d0000b273f9fd1589487315c55b0a1280
i wish i was like you,92670,24,https://p.scdn.co/mp3-preview/25bd9f47ffd2a77128d1a30f1f40a39d85cc6ddf?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Most Exotic Flower,i wish i was like you,single,2021-05-18,1,https://i.scdn.co/image/ab67616d0000b273555ca40e368d22359821b0d3
Tremor,187309,55,https://p.scdn.co/mp3-preview/5ffb4ac55258670600102a9284227dd26740895b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Unlike Pluto,Tremor,single,2023-12-29,1,https://i.scdn.co/image/ab67616d0000b273aefc15c812c5f0c87316e5bb
to the beginning,256613,52,https://p.scdn.co/mp3-preview/9caecd5e6ab225ba28472dc807a7b78a1dc0533c?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kalafina,Consolation,album,2013-03-20,13,https://i.scdn.co/image/ab67616d0000b273879284110fb2e583ed6d2b44
"K.K. Tango (From ""Animal Crossing: New Horizons"") [Piano Version]",74000,20,https://p.scdn.co/mp3-preview/c22f7240aa0966578cdc73222291f8ea1843ab24?cid=38e2a4a43dbf4f63a749947cbcb26e74,Masters of Sound,"K.K. Slider's Greatest Piano Hits, Vol. 2",album,2021-06-05,10,https://i.scdn.co/image/ab67616d0000b273cc5ebacbe841e2a4d944c5ad
High Speed,256466,64,https://p.scdn.co/mp3-preview/778fb11cb2191aa3691239b5b5ff7afd8d961b14?cid=38e2a4a43dbf4f63a749947cbcb26e74,Coldplay,Parachutes,album,2000-07-10,10,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0
秘匿されたフォーシーズンズ,394355,29,https://p.scdn.co/mp3-preview/5a5895680746088f3dd64a5d3178b0dd54bbfbdd?cid=38e2a4a43dbf4f63a749947cbcb26e74,上海アリス幻樂団,東方天空璋 〜 Hidden Star in Four Seasons. サウンドトラック,album,2017-08-11,17,https://i.scdn.co/image/ab67616d0000b2735d4f2b5226d4f3c1f33e15fc
Iris,172922,56,https://p.scdn.co/mp3-preview/8bcfa546ab0d26a362a5210c89b4f21d76a733a2?cid=38e2a4a43dbf4f63a749947cbcb26e74,Chris Lanzon,Far From Perfect,single,2021-06-11,8,https://i.scdn.co/image/ab67616d0000b273ecce4e5423956471b90ac136
ときめきエクスペリエンス！,257665,18,https://p.scdn.co/mp3-preview/bc86e839b77741b500a2e23d7bbcc4c9ef56fc77?cid=38e2a4a43dbf4f63a749947cbcb26e74,Poppin'Party,TVアニメ「BanG Dream!」OP主題歌「ときめきエクスペリエンス!」,single,2017-02-01,4,https://i.scdn.co/image/ab67616d0000b27331da00715e5905559a45c21e
"Solar Sect of Mystic Wisdom ~ Nuclear Fusion (From ""Touhou Chireiden ~ Subterranean Animism"") - Cover Version",349536,9,https://p.scdn.co/mp3-preview/0bb1518fb59f4b98cf603a3b4d3e49a8e763fe59?cid=38e2a4a43dbf4f63a749947cbcb26e74,GaMetal,VI: Reignited,album,2021-12-20,32,https://i.scdn.co/image/ab67616d0000b2735e17e537b2c0f4aff5f50165
Tempo,224482,64,https://p.scdn.co/mp3-preview/67a3c67f84b8d529379a206e1cce4de66a73e550?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,DON’T MESS UP MY TEMPO – The 5th Album,album,2018-11-02,11,https://i.scdn.co/image/ab67616d0000b2732e981530e5e8e1d5e95ae507
Earthbound - Winter's White / Snowman,196480,17,https://p.scdn.co/mp3-preview/f00683ce5e9ad6a9b09cdb5acc611ba825fc5b80?cid=38e2a4a43dbf4f63a749947cbcb26e74,Super Guitar Bros,Nice.,album,2016-09-21,17,https://i.scdn.co/image/ab67616d0000b273ec4a5c26119a69c4bc8612f3
GOOD NIGHT AWESOME,243400,31,https://p.scdn.co/mp3-preview/53ade7d2c4fa132c23c52a404a75d37da9df80e7?cid=38e2a4a43dbf4f63a749947cbcb26e74,IDOLiSH7,i7,album,2016-08-24,12,https://i.scdn.co/image/ab67616d0000b273fa1ecae07201bc956ccb2b53
"Cannon Ball (from ""Mega Man Zero 3"")",236800,18,https://p.scdn.co/mp3-preview/a4fb8c7bbd21ffbee39d271745fb63c751a85483?cid=38e2a4a43dbf4f63a749947cbcb26e74,Frozenith,"Cannon Ball (from ""Mega Man Zero 3"")",single,2023-11-07,1,https://i.scdn.co/image/ab67616d0000b2736b455c97df853d071e08b3be
Ashura-chan,195080,62,,Ado,Kyougen,album,2022-01-26,14,https://i.scdn.co/image/ab67616d0000b27364381fb5ba549f149ae74560
Woman,172626,86,https://p.scdn.co/mp3-preview/2ae0b61e45d9a5d6454a3e5ab75f8628dd89aa85?cid=38e2a4a43dbf4f63a749947cbcb26e74,Doja Cat,Planet Her,album,2021-06-25,14,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
KABANERI OF THE IRON FORTRESS (TV Edit),91106,29,https://p.scdn.co/mp3-preview/21c9000162c1ca3e1fa9f95797c090de5894959e?cid=38e2a4a43dbf4f63a749947cbcb26e74,EGOIST,KABANERI OF THE IRON FORTRESS (TV Edit),single,2016-04-21,1,https://i.scdn.co/image/ab67616d0000b273bc1801b2d6dc94b1f4ede05a
When you love someone,226422,54,https://p.scdn.co/mp3-preview/8639c822ce441be89eb116ed7d0882b8e3ec5e6f?cid=38e2a4a43dbf4f63a749947cbcb26e74,DAY6,MOONRISE,album,2017-12-06,13,https://i.scdn.co/image/ab67616d0000b2733d6d6ca7f761c2df58cb6760
"Caste Room (From ""Classroom of the Elite"") [Opening]",96000,21,https://p.scdn.co/mp3-preview/36b7b6b872bbde7a54ecd111c0fe32e29b4f9b9f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Fonzi M,"Anime Piano Music Collection in Fall, Vol. 1",album,2017-11-14,10,https://i.scdn.co/image/ab67616d0000b27321de70dd6603c60deb2d17fc
ILYSB,211149,69,,LANY,LANY,album,2017-06-30,16,https://i.scdn.co/image/ab67616d0000b2734011de7822423ed7557c3c81
Embarrassed,241761,61,https://p.scdn.co/mp3-preview/d2ca5795cb564194fe818565e62b2048dab7576b?cid=38e2a4a43dbf4f63a749947cbcb26e74,BTS,Dark & Wild,album,2014-08-20,14,https://i.scdn.co/image/ab67616d0000b273abe7090bc3ae94d741dfaf6b
PLAYBOY,212132,54,https://p.scdn.co/mp3-preview/78e84f5c3e9f1755e14764bc2ae1dc7a05f3cde7?cid=38e2a4a43dbf4f63a749947cbcb26e74,EXO,EXODUS - The 2nd Album,album,2015-03-30,10,https://i.scdn.co/image/ab67616d0000b273f8b83bc0fb25c1526113ce86
"Theme (From ""Donkey Kong Country"")",134769,37,https://p.scdn.co/mp3-preview/fd3edeb7c7c9a5fe425ea7966aa06bdf09e44cd3?cid=38e2a4a43dbf4f63a749947cbcb26e74,Good Knight Productions,"The Donkey Kong Country Collection, Vol. 3",album,2013-11-12,14,https://i.scdn.co/image/ab67616d0000b273bb117ca6500867c29329fdeb
"Kuu Zen Zetsu Go (From ""Dragon Ball Kai"")",88071,12,https://p.scdn.co/mp3-preview/639271931ef62137f716d707d346bdc17f7bf72f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Proyecto: DragonBall FanDub,"Kuu Zen Zetsu Go (From ""Dragon Ball Kai"")",single,2022-11-28,1,https://i.scdn.co/image/ab67616d0000b273a21bd944b44b650fa1007719
"Surf Theme (From ""Pokémon Red/Blue/Yellow"")",218259,18,https://p.scdn.co/mp3-preview/ffd3d56c6cdc25ac0651bb0bc4826bd352f74ef5?cid=38e2a4a43dbf4f63a749947cbcb26e74,Michael Tai,"Piano / Instrumental Works: Video Game Themes, Vol. X",album,2021-09-23,10,https://i.scdn.co/image/ab67616d0000b273aa68d74aad9571fd9a631559
The Everlasting Guilty Crown,328026,53,https://p.scdn.co/mp3-preview/c124b43b3d911065ad29e2835d6303fc38f014e6?cid=38e2a4a43dbf4f63a749947cbcb26e74,EGOIST,The Everlasting Guilty Crown,album,2012-03-07,7,https://i.scdn.co/image/ab67616d0000b273eae953b200fe1b298a6a62d3
Cheap Thrills,211666,72,https://p.scdn.co/mp3-preview/5f3001590e9ca084590fd3f18a300fa8391e042b?cid=38e2a4a43dbf4f63a749947cbcb26e74,Sia,This Is Acting (Deluxe Version),album,2016-10-21,19,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
Wake Me Up,247426,89,,Avicii,True,album,2013-01-01,10,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7
Barricades (Attack on Titan Original Soundtrack) - Soft & Hopeful Version,379545,20,https://p.scdn.co/mp3-preview/1a6bcf38fe1c18d2176be1329760fca968cd0531?cid=38e2a4a43dbf4f63a749947cbcb26e74,PianoDeuss,Barricades (Attack on Titan Original Soundtrack) [Soft & Hopeful Version],single,2023-03-31,1,https://i.scdn.co/image/ab67616d0000b273bd12aac2a56649df35d3b6ea
Battle! Rival Trainer (Johto Version),176124,28,https://p.scdn.co/mp3-preview/651187f40211a0e162d47e9bf39d80ed9d4a2ec1?cid=38e2a4a43dbf4f63a749947cbcb26e74,Braxton Burks,"Johto Legends (Music from ""Pokémon Gold and Silver"")",album,2018-01-19,30,https://i.scdn.co/image/ab67616d0000b273e9028efab6870bd8ca92c253
39 Music!,265846,53,https://p.scdn.co/mp3-preview/dd7c0caddb3cb705f26740670749a3dcc6218cb9?cid=38e2a4a43dbf4f63a749947cbcb26e74,Mikito P,39 Music!,single,2017,1,https://i.scdn.co/image/ab67616d0000b2731db9563402d8a4851be97ca5
My Hero Academia,205280,53,https://p.scdn.co/mp3-preview/458ccd78104eb5bcb5bd720e30704a04ee1fb004?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yuki Hayashi,TVアニメ『僕のヒーローアカデミア』オリジナル・サウンドトラック,album,2016-07-13,35,https://i.scdn.co/image/ab67616d0000b273b8bf049db6f5b729d68e979c
Ubiquitous dB,287986,45,https://p.scdn.co/mp3-preview/4710aa8ac44b4616d2d3a848d7c676471a41ba06?cid=38e2a4a43dbf4f63a749947cbcb26e74,梶浦 由記,劇場版 ソードアート・オンライン -オーディナル・スケール- Original Soundtrack,album,2017-02-22,55,https://i.scdn.co/image/ab67616d0000b2732a74c1246a8965334ee1b8a5
"Puzzle Plank Galaxy (From ""Super Mario Galaxy 2"")",128545,25,https://p.scdn.co/mp3-preview/5512627ffcee4c727e2fa6b1321af2c957269ad8?cid=38e2a4a43dbf4f63a749947cbcb26e74,Arcade Player,"Super Mario Galaxy 2, Greatest Themes & Sounds",album,2020-08-03,15,https://i.scdn.co/image/ab67616d0000b2736efcfbb80e7860952afda064
Walking on Broken Glass,253295,68,https://p.scdn.co/mp3-preview/7169f00bce3ef6e55a655c5a3a641ed0e87f1e56?cid=38e2a4a43dbf4f63a749947cbcb26e74,Annie Lennox,Diva,album,1992-04-02,11,https://i.scdn.co/image/ab67616d0000b273abd613e1f4e193ccc603210f
Rage on,261079,37,https://p.scdn.co/mp3-preview/97770de48941119ce0fe664caba1c3cbb1f65987?cid=38e2a4a43dbf4f63a749947cbcb26e74,OLDCODEX,Rage on,single,2013-07-17,3,https://i.scdn.co/image/ab67616d0000b273da757b7f26f1271b6e29fbc8
Holy Wars...The Punishment Due - 2004 Remix,392600,71,,Megadeth,Rust In Peace (2004 Remix / Expanded Edition),album,1990-10-04,13,https://i.scdn.co/image/ab67616d0000b273be9fa5a89479b6af481938a0
breathin,198160,74,,Ariana Grande,Sweetener,album,2018-08-17,15,https://i.scdn.co/image/ab67616d0000b273c3af0c2355c24ed7023cd394
Yakuza,99998,60,https://p.scdn.co/mp3-preview/6f3b2d543ea9447436337568a0823d834ab3e701?cid=38e2a4a43dbf4f63a749947cbcb26e74,do not resurrect,Yakuza,single,2020-09-25,1,https://i.scdn.co/image/ab67616d0000b273e78917fc4a862f549c42380a
"Sprawling Savanna (From ""Super Mario 3D World"") [Marimba Remix]",106000,15,https://p.scdn.co/mp3-preview/474bff2c7c2ef720bc010e2efa8e872a4040747f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Marimba Man,Super Mario 3D World - Marimba Covers,album,2021-02-11,15,https://i.scdn.co/image/ab67616d0000b27398cffaa9f03324011fb2a89b
You Who Love 105°C / Super Idol (ENG),194091,35,https://p.scdn.co/mp3-preview/505ab24eae97895bc03d7a1dff027758bb45030d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Kitsui Akira,You Who Love 105°C / Super Idol (ENG),single,2021-12-29,1,https://i.scdn.co/image/ab67616d0000b2733a7cad47389656c020d4cd1c
Neo-Aspect,307100,39,https://p.scdn.co/mp3-preview/a51c986a21f65689f4e97c6350d71a66a82d1d99?cid=38e2a4a43dbf4f63a749947cbcb26e74,Roselia,Anfang,album,2018-05-02,12,https://i.scdn.co/image/ab67616d0000b273b400b4727201f63b059b872e
Howling,261546,51,https://p.scdn.co/mp3-preview/7c4fa812764c62956534d3448a6c7cbef967cac4?cid=38e2a4a43dbf4f63a749947cbcb26e74,FLOW,Howling,single,2018-01-24,3,https://i.scdn.co/image/ab67616d0000b273ada41fc8ad8e46059d3c80ee
RAIN MAN,337893,27,https://p.scdn.co/mp3-preview/850b36c227a2ab2708ac6953593e72c77264499e?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKIHIDE,RAIN STORY,album,2014-05-14,10,https://i.scdn.co/image/ab67616d0000b2734c88f39ce32f8ccba68443fc
Everything will freeze -Guitar Instrumental-,197746,49,https://p.scdn.co/mp3-preview/5b7f8e158d0089b7a26a6b4d55f5f24458a58889?cid=38e2a4a43dbf4f63a749947cbcb26e74,UNDEAD CORPORATION DOUJIN WORKS,暴君,album,2013-08-12,16,https://i.scdn.co/image/ab67616d0000b27326990743b32477cef10d6988
DragonBall Zm,95050,43,https://p.scdn.co/mp3-preview/275cb824bd5079edaf6728269cc2313fa7a52768?cid=38e2a4a43dbf4f63a749947cbcb26e74,Real DB,DragonBall Zm,single,2023-11-25,1,https://i.scdn.co/image/ab67616d0000b27397e0da6ffb59794b0d37a965
Need to Know,210560,81,https://p.scdn.co/mp3-preview/153dc4a72a260497f8ea87a00e2af7afb0a0df08?cid=38e2a4a43dbf4f63a749947cbcb26e74,Doja Cat,Planet Her,album,2021-06-25,14,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a
MONTERO (Call Me By Your Name),137704,80,https://p.scdn.co/mp3-preview/6d0edb4a3a0061ad162b279081c3f573e9d0dd40?cid=38e2a4a43dbf4f63a749947cbcb26e74,Lil Nas X,MONTERO,album,2021-09-17,15,https://i.scdn.co/image/ab67616d0000b273be82673b5f79d9658ec0a9fd
Better,291226,24,https://p.scdn.co/mp3-preview/4f4de8ba97b9d44be8ad5a509eb77478f3d33e08?cid=38e2a4a43dbf4f63a749947cbcb26e74,AKB48,ハイテンション<Type B>,single,2016-11-16,6,https://i.scdn.co/image/ab67616d0000b273086a46347fac063a21396a0d
It's a Wonderful Life,249321,47,https://p.scdn.co/mp3-preview/072428fe6aacd061721df74a2b3c6b0f6dec708b?cid=38e2a4a43dbf4f63a749947cbcb26e74,John Lucas,It's a Wonderful Life,single,2020-07-24,1,https://i.scdn.co/image/ab67616d0000b273d477e5694e519fa7284b2d0b
My New Friends,91498,32,https://p.scdn.co/mp3-preview/f620dde5bc4982a796581456e1cb0ed25b541eea?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Pokémon the Movie: Secrets of the Jungle,single,2021-09-07,3,https://i.scdn.co/image/ab67616d0000b2738a1f9c543a2d7cac0c11c3d5
99.9,188706,58,https://p.scdn.co/mp3-preview/5d40f6ee4746b65fb5b23634ce91a3cf3d3e94d9?cid=38e2a4a43dbf4f63a749947cbcb26e74,MOB CHOIR,99.9,single,2019-03-06,5,https://i.scdn.co/image/ab67616d0000b2735c14224257fe52a53ed23337
"Strike Back (From ""Fairy Tail"") [feat. Natewantstobattle]",221000,43,https://p.scdn.co/mp3-preview/4788a28b38897788f9df19db050af56cc2c9f527?cid=38e2a4a43dbf4f63a749947cbcb26e74,AmaLee,Nostalgia II,album,2017-10-06,12,https://i.scdn.co/image/ab67616d0000b2738e9c758f3706c9055d76d5c8
Before my body is dry:[nZk] ver.,276186,29,https://p.scdn.co/mp3-preview/860afeebc63d7d2b78587ee81238bd867459e15e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Hiroyuki Sawano,キルラキル コンプリートサウンドトラック,album,2013,46,https://i.scdn.co/image/ab67616d0000b2738cf8c14fd09076b3189b0e8a
"Alice's Theme - From ""Alice in Wonderland""/Soundtrack Version",307226,52,,Danny Elfman,Alice in Wonderland,album,2010-01-01,24,https://i.scdn.co/image/ab67616d0000b27340b0924122b083d22555fd69
Love Song,225813,52,https://p.scdn.co/mp3-preview/689850e85ad4441043e344cc4ca78b8d66665f7b?cid=38e2a4a43dbf4f63a749947cbcb26e74,BIGBANG,BIGBANG Special Edition,single,2011-04-08,10,https://i.scdn.co/image/ab67616d0000b2739c5b430d50a981f5c9bbf6d2
Eccentricity,164516,42,https://p.scdn.co/mp3-preview/23019cbd5e0f3f3f8943507fa5270dea82f2944a?cid=38e2a4a43dbf4f63a749947cbcb26e74,LÜRUM,Eccentricity,single,2022-11-11,1,https://i.scdn.co/image/ab67616d0000b273740dc57bc126dfabaf99442f
"Love Will Find A Way - From ""Simba's Pride""",180226,48,,Various Artists,The Lion King 2: Simba's Pride,compilation,2004-01-01,8,https://i.scdn.co/image/ab67616d0000b273dd643beba4d41163e85ca6e8
"12 Études, Op. 25: No. 5 in E Minor ""Wrong Note""",173960,33,https://p.scdn.co/mp3-preview/be433392494502b4d94091f1d8c344ddbd1fe29e?cid=38e2a4a43dbf4f63a749947cbcb26e74,Frédéric Chopin,"Chopin: 24 Études, Op. 10 & Op. 25",album,2002-08-13,24,https://i.scdn.co/image/ab67616d0000b273f5178995869eda24243094d0
"Coolest (From ""Sakamoto Desu Ga"")",258036,22,https://p.scdn.co/mp3-preview/f4ccd28cbbc51725cb42f6746a912472785bca40?cid=38e2a4a43dbf4f63a749947cbcb26e74,Laharl Square,"Coolest (From ""Sakamoto Desu Ga"")",single,2016-08-13,1,https://i.scdn.co/image/ab67616d0000b273346d4e03c5e1897099bde3ee
Telephone,220626,75,,Lady Gaga,The Fame Monster (Deluxe Edition),album,2009-08-05,22,https://i.scdn.co/image/ab67616d0000b273bfd247438980173d32fd5ba8
CLICK,269560,49,https://p.scdn.co/mp3-preview/64287f28a680fd35f75424e96cdc5430bce4cd71?cid=38e2a4a43dbf4f63a749947cbcb26e74,ClariS,PARTY TIME,album,2014-06-04,12,https://i.scdn.co/image/ab67616d0000b2730ea4726db0d1474ab6e0715e
ハッピーエンド,314280,67,,back number,ハッピーエンド,single,2016-11-16,6,https://i.scdn.co/image/ab67616d0000b273e09353d6028fda18c3699085
1・2・3,299392,52,https://p.scdn.co/mp3-preview/5bacd8aeb55b52f2ca620af0b54f9abb1d5636df?cid=38e2a4a43dbf4f63a749947cbcb26e74,After the Rain,1・2・3,single,2019-12-15,1,https://i.scdn.co/image/ab67616d0000b2732499f7fe3f92a2efde52af41
Dancing King,244463,48,https://p.scdn.co/mp3-preview/6e5c53411b479de1f99166e9a441a881a15ae4d2?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yoo Jae Seok,Dancing King - SM STATION,single,2016-09-17,2,https://i.scdn.co/image/ab67616d0000b2732856e7ea1ce78af5ec5861ec
Dreams Dreams,346973,25,https://p.scdn.co/mp3-preview/6369f3594ec0dc9e2d2045c5e907b0700cf012e6?cid=38e2a4a43dbf4f63a749947cbcb26e74,SEGA SOUND TEAM,NiGHTS into dreams... Perfect Album (Vol. 1),album,2012-11-07,22,https://i.scdn.co/image/ab67616d0000b27379bb2f06e27b8afb546ba69e
Someone You Loved,182160,91,,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,album,2019-05-17,12,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2
I Wouldn't Mind,200059,79,https://p.scdn.co/mp3-preview/6470b4ab8476908d4f8af4946293d3f41f33ee30?cid=38e2a4a43dbf4f63a749947cbcb26e74,He Is We,Fall out of Line,album,2017-03-15,9,https://i.scdn.co/image/ab67616d0000b27309ccafe7ab11b5c6aa43563d
Hana no ame kimi no nagori　song by Yamanbagiri Kunihiro,99053,15,https://p.scdn.co/mp3-preview/6d659963b4b2440b0fc96cca6d20f63f513d2528?cid=38e2a4a43dbf4f63a749947cbcb26e74,刀剣男士 formation of 江水散花雪,Touken Ranbu：The Musical ”Kosui sanka no yuki” (Tsuujouban),album,2023-03-15,21,https://i.scdn.co/image/ab67616d0000b273bc848120766afc6eb495d9f0
Kirby's Dreamland Lofi,137130,37,https://p.scdn.co/mp3-preview/56207c57bf3b0bc55c7101e1f7b0469254e63ab2?cid=38e2a4a43dbf4f63a749947cbcb26e74,Snore Lax,Snorlax Sleepover,album,2022-06-21,8,https://i.scdn.co/image/ab67616d0000b273767bf801a74a75d02dac4e2a
Battle! (Xerneas/Yveltal) - Arrangement,208709,26,https://p.scdn.co/mp3-preview/2f0139303c961e371e17663e3d89052a2d4adc33?cid=38e2a4a43dbf4f63a749947cbcb26e74,The Zame,BATTLE! Pokémon Battle Themes (Vol. 2),album,2022-06-27,15,https://i.scdn.co/image/ab67616d0000b27362c7c2ba744ac4c7f317a356
Candy & Dreams,254426,46,https://p.scdn.co/mp3-preview/96f1c0a72fdaada12482abab0cccbe81885c777d?cid=38e2a4a43dbf4f63a749947cbcb26e74,Yelawolf,Arena Rap EP,single,2008-12-28,7,https://i.scdn.co/image/ab67616d0000b27333ed27d621b32916ad580481
Antichlorobenzene,201000,23,https://p.scdn.co/mp3-preview/2748db1fff752e8f1a147e8fc2d450e253c2784f?cid=38e2a4a43dbf4f63a749947cbcb26e74,Various Artists,Exit Tunes Presents Kamikyoku Wo Utattemita 4,compilation,2011,18,https://i.scdn.co/image/ab67616d0000b273fa774e95f61f043555e2cb19
Control,214761,73,,Halsey,BADLANDS (Deluxe),album,2015-08-28,16,https://i.scdn.co/image/ab67616d0000b27374fefed78db6d6cf4d963fdc
For the Damaged Coda,157000,61,https://p.scdn.co/mp3-preview/951432f6f7ad6f741afe1bc3cbe0e141114be9ba?cid=38e2a4a43dbf4f63a749947cbcb26e74,Blonde Redhead,Melody of Certain Damaged Lemons,album,2000-06-06,11,https://i.scdn.co/image/ab67616d0000b2735d03db2dbc21ba11e3e00330
"Higher Ground (From ""My Hero Academia: Heroes Rising"")",223505,20,https://p.scdn.co/mp3-preview/960914e4806f5441b2475f78d999eb085120f7f8?cid=38e2a4a43dbf4f63a749947cbcb26e74,CyYu,"Higher Ground (From ""My Hero Academia: Heroes Rising"")",single,2020-11-26,1,https://i.scdn.co/image/ab67616d0000b27335e7a924a3a4693dae963477
Let Me Down Slowly,169353,88,https://p.scdn.co/mp3-preview/19007111a4e21096bcefef77842d7179f0cdf12a?cid=38e2a4a43dbf4f63a749947cbcb26e74,Alec Benjamin,Narrated For You,album,2018-11-16,12,https://i.scdn.co/image/ab67616d0000b273459d675aa0b6f3b211357370
